vehicle_id,manufacturer,model,vehicle_year,vehicle_type,fuel_type,transmission,engine_cc,mileage_kmpl,vehicle_price,units_sold,service_cost,manufacturing_region
VH01467,Hyundai,Elantra,2008,Wagon,Diesel,AMT,3364.0,17.58,24652.24,2936,1359.84,Africa
VH00402,Tesla,Model S,2018,Sedan,CNG,CVT,,18.86,38776.04,4408,1583.45,Middle East
VH03043,Chevrolet,Tahoe,2015,Truck,Electric,Unknown,0.0,13.53,29888.94,530,1042.96,Africa
VH00935,BMW,M3,2009,Wagon,,Automatic,0.0,7.8,51701.03,1583,2676.03,North America
VH02420,BMW,3 Series,2014,Truck,LPG,Automatic,3260.0,13.18,35859.85,2424,1646.32,Europe
VH04756,Toyota,Corolla,2019,Van,Petrol,DCT,2487.0,17.14,25510.17,3963,832.64,Africa
VH04589,Jeep,Wrangler,2010,SUV,Petrol,Manual,2283.0,19.45,28710.62,2744,1173.69,Latin America
VH02642,Ram,1500,2020,Van,LPG,AMT,2851.0,12.39,-24634.22,1114,951.25,Asia Pacific
VH04122,Mazda,CX-30,2023,SUV,Hybrid,CVT,3100.0,33.07,27154.17,4349,770.52,Africa
VH00727,Kia,Sorento,2009,Truck,CNG,Manual,2914.0,17.18,22537.23,2572,1174.05,North America
VH00827,VOLKSWAGEN,Jetta,2022,Wagon,cng,Automatic,1133.0,19.38,22982.1,4954,556.49,North America
VH01522,Tesla,Model S,2010,Sedan,Electric,Automatic,0.0,11.55,56031.36,305,3330.9,Latin America
VH04823,Tesla,Model 3,2019,Sedan,Diesel,Manual,,18.39,49968.7,4921,,South Asia
VH02931,Subaru,WRX,2005,Convertible,LPG,AMT,3106.0,13.96,23131.51,2007,1229.37,Middle East
VH00137,Tesla,Cybertruck,2007,SUV,Hybrid,AMT,4946.0,20.76,66350.37,4852,3448.29,Asia Pacific
VH03591,Honda,HR-V,2019,Convertible,Unknown,Automatic,1452.0,,36040.79,1242,1013.28,Asia Pacific
VH00629,Volkswagen,Atlas,2022,Coupe,Hybrid,CVT,1883.0,28.59,28060.2,1685,1119.34,Africa
VH00335,Honda,Civic,2019,Van,Electric,AMT,,13.22,32398.18,302,1142.9,Africa
VH00391,Audi,Q7,2009,Truck,,Manual,4015.0,19.91,45054.67,3897,2437.62,South Asia
VH04459,Subaru,Outback,2024,Coupe,Electric,AMT,0.0,9.72,40659.28,4151,866.78,South Asia
VH04955,Tesla,Model S,2006,SUV,Diesel,Automatic,4749.0,11.68,56558.05,3518,2878.25,Middle East
VH03965,Volkswagen,Golf,2020,Van,Electric,AMT,0.0,14.18,38383.28,2446,1459.03,South Asia
VH01818,Audi,Q5,2015,SUV,Electric,AMT,0.0,14.32,66143.57,3675,2390.23,South Asia
VH00401,Ford,Explorer,2008,SUV,LPG,CVT,4234.0,10.38,30109.12,1304,1749.44,Latin America
VH00711,Toyota,Corolla,2007,Hatchback,,Automatic,3410.0,12.14,26373.28,389,1317.7,Europe
VH01040,Mercedes-Benz,GLC,2020,Hatchback,Hybrid,DCT,2596.0,32.99,35254.29,3172,1418.66,Latin America
VH00778,Porsche,Boxster,2008,Convertible,Diesel,CVT,3255.0,10.31,-54983.15,1288,2671.18,Middle East
VH03360,Toyota,Camry,2020,SUV,Hybrid,AMT,3747.0,32.23,28038.72,3567,721.01,North America
VH00047,Tesla,Model Y,2007,Sedan,Hybrid,Automatic,3423.0,25.13,44491.21,610,2017.83,Europe
VH01562,Jeep,Compass,2008,SUV,LPG,DCT,3029.0,9.86,23355.09,1980,1273.5,Africa
VH04878,Porsche,Cayenne,2018,SUV,N/A,Manual,,17.28,55369.54,4497,2106.77,Europe
VH03643,BMW,X5,2016,Convertible,CNG,AMT,1972.0,20.15,51509.67,3799,2614.22,Asia Pacific
VH03727,Mercedes-Benz,GLC,2009,Coupe,Hybrid,AMT,2156.0,28.77,49352.68,1738,3166.05,Europe
VH04922,Tesla,Cybertruck,2019,Sedan,Petrol,CVT,3349.0,10.24,40636.22,4210,1747.83,Middle East
VH01113,Lexus,IS,2009,Convertible,Diesel,AMT,2565.0,13.55,48257.87,1139,1767.88,Middle East
VH02514,Toyota,Corolla,2008,Wagon,Hybrid,Manual,1611.0,29.71,35704.91,490,1860.66,Latin America
VH03609,  Tesla  ,Model Y,2022,Sedan, Electric ,Manual,0.0,,64568.89,3471,2715.69,Europe
VH01224,Mercedes-Benz,AMG GT,2009,Convertible,Hybrid,Seq,3066.0,22.04,51083.11,3320,2690.59,North America
VH04936,BMW,X5,2009,SUV,LPG,CVT,2839.0,9.62,53745.54,2550,2963.06,North America
VH03024,Nissan,Pathfinder,2010,Truck,Diesel,Manual,4150.0,18.89,34175.01,1748,1765.1,Asia Pacific
VH02422,Subaru,Crosstrek,2019,SUV,LPG,Manual,1743.0,10.58,26325.75,152,795.39,Asia Pacific
VH01509,Toyota,Camry,2007,Truck,Diesel,DCT,2607.0,10.52,29587.02,1948,1640.25,South Asia
VH01751,Audi,A6,2018,Wagon,LPG,Automatic,2208.0,11.01,46949.55,2606,2208.2,North America
VH04916,Ram,ProMaster,2015,Van,CNG,Automatic,2539.0,14.24,24548.52,1778,1215.94,Africa
VH04163,Ford,Escape,2017,Truck,Petrol,CVT,5867.0,12.02,34272.97,1956,1170.08,North America
VH01800,Mazda,CX-5,2019,Hatchback,LPG,Manual,2442.0,,20446.88,3128,899.28,Africa
VH00339,RAM,3500,2019,Van,hybrid,Automatic,2705.0,29.9,29254.37,1078,1282.17,Middle East
VH00216,Volvo,S60,2007,Hatchback,,Automatic,1223.0,17.58,39064.42,2411,2359.8,Latin America
VH03664,Mercedes-Benz,E-Class,2007,SUV,Petrol,Manual,3707.0,11.84,48986.27,3378,3411.67,Europe
VH01342,Audi,e-tron,2015,Coupe,Electric,CVT,0.0,14.69,53600.31,3393,1832.64,North America
VH00012,Chevrolet,Tahoe,2018,Sedan,Electric,Manual,,7.0,31503.42,3985,1344.98,Asia Pacific
VH01521,KIA,Carnival,2015,Van,hybrid,CVT,2653.0,22.61,29096.36,3615,1585.36,Africa
VH03641,Subaru,Impreza,2024,Van,Hybrid,Manual,3419.0,25.98,29213.8,2799,864.71,Africa
VH04074,Mazda,CX-5,2015,Van,LPG,CVT,1875.0,10.26,28891.0,3183,1390.24,Africa
VH03907,Subaru,WRX,2006,Truck,CNG,DCT,4283.0,12.21,32600.0,3612,1773.49,Europe
VH03005,BMW,M3,2014,Coupe,LPG,Manual,2821.0,16.82,44829.3,3967,2704.66,Europe
VH02865,Chevrolet,Colorado,2021,SUV,,CVT,2997.0,19.19,29928.8,2794,1152.54,Latin America
VH03116,,A3,2005,Hatchback,LPG,,2424.0,17.92,36593.69,1746,2206.58,South Asia
VH04919,Porsche,911,2008,Coupe,Diesel,DCT,2472.0,19.0,51653.57,2777,2934.34,Latin America
VH02323,Audi,Q5,2014,Wagon,LPG,AMT,2361.0,14.08,54489.29,1534,2396.73,Latin America
VH02572,Mazda,CX-5,2016,Hatchback,Diesel,AMT,1133.0,23.47,23487.16,504,926.88,Middle East
VH02914,Land Rover,Defender,2009,SUV,Petrol,AMT,2403.0,15.3,48030.99,3748,3032.65,North America
VH00102,Chevrolet,Malibu,2020,SUV,CNG,Automatic,2142.0,21.8,24073.82,2716,842.06,Europe
VH03550,Toyota,Tacoma,2011,Van,Diesel,CVT,3487.0,10.41,33141.66,3017,,Middle East
VH01459,Nissan,Pathfinder,2016,Convertible,CNG,AMT,1169.0,17.79,26696.55,1635,1080.19,Latin America
VH00172,Honda,Accord,2005,Coupe,CNG,,2765.0,14.42,28491.77,3101,1411.6,Asia Pacific
VH00108,Volvo,XC40,2023,Hatchback,Hybrid,Manual,2470.0,21.34,42097.92,1494,1711.42,Asia Pacific
VH04265,Mazda,MX-5 Miata,2021,Van,Petrol,DCT,2468.0,16.58,28867.15,3797,820.1,Europe
VH03570,VOLKSWAGEN,Atlas,2013,Coupe,petrol,DCT,2852.0,9.05,28789.92,3302,986.33,South Asia
VH03895,Toyota,Prius,2019,Van,,Manual,0.0,9.21,35739.48,4125,1464.13,Europe
VH04094,Volkswagen,Passat,2024,Wagon,Hybrid,Automatic,2007.0,19.76,27073.56,1915,774.79,Middle East
VH04367,Kia,Carnival,2023,SUV,Petrol,Automatic,1785.0,19.94,22731.41,2901,863.97,Latin America
VH00025,,Blazer,2013,SUV,Petrol,CVT,1777.0,18.83,30273.02,482,1042.96,South Asia
VH03996,Audi,Q7,2006,Van,Diesel,Automatic,2869.0,22.45,47569.48,2882,2309.1,North America
VH04190,Chevrolet,Blazer,2021,Sedan,CNG,,1617.0,15.68,22444.11,3363,685.88,Middle East
VH00939,Jeep,Grand Cherokee,2016,SUV,LPG,CVT,3448.0,14.89,24437.59,4930,1184.37,Asia Pacific
VH00061,Kia,Soul,2021,Sedan,LPG,AMT,1133.0,14.32,26075.48,4016,947.07,Asia Pacific
VH01241,Porsche,Cayenne,2016,Coupe,Petrol,DCT,1714.0,13.15,,1248,1864.21,Middle East
VH04714,Jeep,Gladiator,2011,SUV,Diesel,Manual,,21.69,29728.08,3606,1144.81,Asia Pacific
VH01041,Porsche,Macan,2017,Convertible,CNG,AMT,3174.0,13.95,47087.78,1655,1928.49,Europe
VH04255,Toyota,Camry,2021,Wagon,LPG,AMT,1068.0,12.09,23447.94,357,,Africa
VH02761,Volvo,S60,2020,Coupe,CNG,CVT,2027.0,13.45,46852.11,1012,,North America
VH02121,Mazda,CX-9,2015,Hatchback,Hybrid,Manual,1637.0,21.96,26143.94,1237,1138.36,North America
VH01525,Volkswagen,Jetta,2015,Sedan,,CVT,2931.0,10.28,23037.18,4760,948.3,Asia Pacific
VH03522,Volkswagen,ID.4,2007,Convertible,Diesel,AMT,1179.0,14.62,29460.47,4881,1934.95,South Asia
VH00154,Hyundai,Tucson,2020,Van,Hybrid,AMT,3466.0,32.94,22964.92,1423,626.38,South Asia
VH02249,Kia,Carnival,2010,Hatchback,Petrol,CVT,2706.0,11.42,24487.16,850,907.05,Latin America
VH00482,Tesla,Model 3,2013,Sedan,,Manual,2785.0,11.78,37809.67,4032,1281.3,North America
VH04302,Land Rover,Discovery,2021,SUV,Electric,Manual,0.0,9.79,62345.13,4984,1589.14,Asia Pacific
VH04377,Toyota,Camry,2011,Van,Petrol,CVT,3113.0,10.27,20931.56,4037,1008.76,Middle East
VH03579,Land Rover,Freelander,2017,SUV,Diesel,,3707.0,22.01,49913.86,1742,2454.19,North America
VH04193,Lexus,NX,2013,SUV,CNG,Automatic,3227.0,16.5,45949.76,4162,2561.81,Europe
VH03563,Nissan,Frontier,2024,SUV,Electric,Manual,0.0,11.3,30614.32,1736,882.45,North America
VH03316,Subaru,WRX,2022,Sedan,Electric,Manual,0.0,9.98,28314.13,213,927.22,South Asia
VH01763,Tesla,Model 3,2010,SUV,Diesel,DCT,2600.0,13.63,53282.79,985,3220.35,Europe
VH03539,Volvo,XC90,2016,SUV,CNG,Automatic,3612.0,16.9,47983.27,1077,1585.48,North America
VH04882,Chevrolet,Blazer,2013,Sedan,LPG,DCT,,9.56,23229.68,2152,,North America
VH00751,Tesla,Model X,2016,Sedan,Diesel,DCT,3207.0,14.39,49124.05,939,1911.42,North America
VH03620,BMW,5 Series,2006,Convertible,CNG,Unknown,2522.0,13.11,50920.44,1239,3445.09,South Asia
VH01786,Kia,Sportage,2013,Van,Petrol,CVT,1978.0,19.29,,1432,1488.28,North America
VH04763,Lexus,GX,2024,Sedan,Electric,Manual,0.0,7.57,58167.71,3946,1710.16,Europe
VH03384,BMW,X5,2017,Wagon,CNG,Automatic,2666.0,17.74,56189.98,3978,2839.84,Europe
VH04206,Jeep,Compass,2006,SUV,Diesel,CVT,4592.0,20.23,35923.33,2367,2283.97,North America
VH00406,Mercedes-Benz,C-Class,2017,Truck,Hybrid,DCT,4996.0,28.65,49703.58,3757,1969.43,South Asia
VH00758,BMW,M3,2018,Coupe,CNG,AMT,1995.0,,47871.37,676,1703.72,Latin America
VH02712,Volkswagen,ID.4,2014,Wagon,Electric,AMT,0.0,13.77,27735.66,4510,,Latin America
VH02671,Lexus,ES,2019,Van,LPG,CVT,2234.0,,36986.69,2554,1608.87,Asia Pacific
VH04654,Ram,Dakota,2015,Van,Electric,AMT,0.0,13.97,32798.09,536,1331.01,North America
VH00098,Land Rover,Range Rover,2007,SUV,CNG,AMT,,18.3,42299.56,3726,2138.31,South Asia
VH01334,Subaru,Legacy,2024,Wagon,CNG,DCT,3090.0,18.93,27474.54,3995,777.6,Africa
VH04526,Land Rover,Defender,2018,SUV,Electric,DCT,0.0,8.4,64231.69,3524,1762.83,Latin America
VH02792,Volvo,C40,2006,Wagon,Electric,AMT,0.0,10.45,53541.09,3927,2993.61,South Asia
VH02855,Nissan,Rogue,2010,Wagon,CNG,DCT,3191.0,15.98,27705.07,3666,1364.65,South Asia
VH00187,Audi,A4,2015,Wagon,Petrol,AMT,2814.0,14.8,,3589,1870.91,South Asia
VH01137,Land Rover,Defender,2006,SUV,,Automatic,,21.04,52722.29,806,2663.97,North America
VH02724,VOLVO,XC90,2008,Convertible,,Manual,1212.0,18.44,51812.97,4004,2509.98,North America
VH03584,Subaru,Crosstrek,2010,Sedan,CNG,Manual,3265.0,17.79,26128.14,3618,1579.58,North America
VH02059,Hyundai,Sonata,2008,Convertible,CNG,Manual,3406.0,16.88,29805.46,4988,1528.53,South Asia
VH01320,Jeep,Cherokee,2015,SUV,Electric,Automatic,0.0,6.76,39045.8,3037,1847.16,Asia Pacific
VH04267,Ram,2500,2016,Truck,Diesel,Automatic,5656.0,14.55,25688.84,2808,1149.7,North America
VH00149,Nissan,Altima,2013,Van,CNG,AMT,3019.0,,31080.16,3192,1372.1,Africa
VH00029,Hyundai,Kona,2005,Sedan,CNG,CVT,1470.0,13.45,27920.41,1650,1342.1,South Asia
VH04208,TOYOTA,Prius,2024,Convertible,diesel,Manual,1363.0,14.1,,3319,616.17,Latin America
VH01395,Nissan,Frontier,2010,Coupe,CNG,Automatic,1388.0,17.33,27089.93,1884,1181.95,Latin America
VH03364,Mercedes-Benz,C-Class,2007,Convertible,,,2507.0,17.4,46454.34,4034,2708.92,Asia Pacific
VH00693,Porsche,Taycan,2010,Convertible,LPG,AMT,1562.0,14.93,44503.17,570,2310.06,Europe
VH02867,Porsche,Taycan,2007,Coupe,Diesel,DCT,1674.0,20.43,46587.32,1334,2165.67,Middle East
VH03777,Hyundai,Tucson,2020,SUV,LPG,Manual,2060.0,12.66,26987.59,3093,1087.71,Europe
VH01387,BMW,7 Series,2009,Wagon,LPG,AMT,3476.0,15.36,50982.46,4861,2833.08,Latin America
VH01846,Volvo,S60,2009,Sedan,Petrol,Automatic,1669.0,9.65,47845.08,784,2715.84,Middle East
VH04809,Land Rover,Evoque,2012,SUV,Petrol,AMT,1846.0,15.27,39324.06,4650,2323.9,Europe
VH00130,Ram,Dakota,2011,Van,Electric,Automatic,0.0,8.99,34128.79,3145,1495.38,South Asia
VH01600,Mazda,CX-5,2024,Hatchback,CNG,AMT,2055.0,15.09,19527.31,2832,378.86,Asia Pacific
VH03630,Nissan,Pathfinder,2006,Truck,Petrol,AMT,,13.77,25198.95,3905,1656.47,Middle East
VH04578,Nissan,Pathfinder,2016,SUV,Electric,DCT,0.0,10.08,33369.13,3040,1684.81,North America
VH00702,Tesla,Cybertruck,2021,SUV,Petrol,Manual,2659.0,13.45,55415.4,3418,1652.72,Asia Pacific
VH03548,Lexus,ES,2017,Wagon,Electric,Manual,0.0,11.16,47674.53,1839,1914.48,Africa
VH03029,Volvo,S60,2013,Hatchback,LPG,DCT,2303.0,9.86,33135.24,2131,1359.38,South Asia
VH02970,Hyundai,Santa Fe,2016,Truck,LPG,AMT,4185.0,,21504.96,3265,1064.44,Middle East
VH04428,Chevrolet,Tahoe,2009,SUV,Hybrid,Manual,4840.0,27.85,20744.19,2069,,North America
VH01709,Kia,Telluride,2013,Truck,Hybrid,Manual,3759.0,28.7,37106.78,1469,1920.3,Europe
VH02954,Mazda,MX-5 Miata,2019,SUV,Hybrid,AMT,1620.0,15.46,34753.85,1927,1216.68,Middle East
VH00455,Volkswagen,Tiguan,2020,SUV,,CVT,,15.28,35967.55,1680,1327.97,North America
VH02869,Mercedes-Benz,S-Class,2015,Convertible,Petrol,AMT,1250.0,16.82,43922.89,2542,2522.05,South Asia
VH02041,Subaru,Impreza,2009,Sedan,Electric,CVT,0.0,11.0,37979.61,585,1829.79,Middle East
VH01773,Hyundai,Tucson,2024,SUV,Petrol,DCT,2753.0,15.48,32377.5,1795,869.22,South Asia
VH02316,Volvo,XC40,2012,Truck,Petrol,AMT,3781.0,14.11,42114.63,891,2565.0,North America
VH00610,Jeep,Grand Cherokee,2011,SUV,Diesel,DCT,2373.0,12.09,33333.03,4808,1644.86,Latin America
VH00168,Mazda,MX-5 Miata,2021,Sedan,Hybrid,Automatic,1572.0,19.85,22561.09,1613,670.61,Asia Pacific
VH00731,Volkswagen,Tiguan,2021,Hatchback,LPG,AMT,1754.0,17.74,23092.21,2363,817.85,Latin America
VH04319,Porsche,Taycan,2022,SUV,LPG,Manual,1601.0,9.42,38461.29,1584,1152.59,Europe
VH03359,Ford,F-150,2016,Sedan,Diesel,,2111.0,10.38,23463.45,3026,1091.05,Asia Pacific
VH03897,Mazda,CX-30,2022,Convertible,Hybrid,Manual,3325.0,31.06,29738.55,160,773.74,Europe
VH02075,Subaru,Crosstrek,2008,Sedan,Diesel,AMT,,17.06,28657.5,1989,1213.95,Latin America
VH04502,Tesla,Model Y,2017,Sedan,Petrol,DCT,1092.0,19.82,48820.66,1155,2200.48,South Asia
VH03946,Jeep,Renegade,1950,SUV,Hybrid,AMT,4447.0,,28439.39,3099,1543.92,Middle East
VH03701,Kia,Forte,2015,Hatchback,LPG,Automatic,2114.0,16.15,21721.85,4254,1053.01,Middle East
VH01623,Tesla,Model X,2016,Sedan,LPG,Manual,2954.0,12.28,41984.56,4116,1581.25,North America
VH00588,Honda,Accord,2021,Wagon,Hybrid,Automatic,1778.0,20.42,20984.07,3865,815.12,Europe
VH01402,Subaru,Crosstrek,2010,Hatchback,Hybrid,Automatic,3343.0,34.27,27715.45,-1193,1344.67,Africa
VH03046,Honda,HR-V,2022,Truck,Electric,AMT,0.0,,33002.19,926,1146.8,South Asia
VH03225,Land Rover,Freelander,2006,SUV,Petrol,DCT,3218.0,14.65,52720.03,3775,2351.74,Latin America
VH01701,Audi,Q7,2007,Van,Diesel,Automatic,2239.0,22.7,53020.38,4501,2605.33,Europe
VH03089,Chevrolet,Silverado,2013,Truck,CNG,Manual,3656.0,18.56,32215.53,99,1503.17,Africa
VH04462,Hyundai,Santa Fe,2014,Sedan,Diesel,DCT,3478.0,19.28,29554.1,4514,1673.34,Middle East
VH02982,Lexus,RX,2024,Coupe,Diesel,CVT,1473.0,24.51,43157.39,4520,1333.59,Europe
VH00041,BMW,M3,2021,Van,Electric,DCT,0.0,13.93,61088.29,4454,2520.41,South Asia
VH01380,Land Rover,Defender,2010,SUV,LPG,AMT,3642.0,14.85,45740.32,3659,2545.06,Africa
VH02090,Subaru,Impreza,2007,Truck,Electric,Automatic,0.0,10.71,37912.2,1271,1864.23,North America
VH03925,Mercedes-Benz,GLE,2005,Truck,LPG,Manual,3390.0,16.07,54977.79,4533,2848.3,Europe
VH02176,  Nissan  ,Murano,2006,Convertible, Diesel ,AMT,1464.0,21.04,31706.1,4517,1852.97,Middle East
VH03218,Ford,F-150,2005,Sedan,Diesel,Manual,3231.0,22.94,26815.91,4887,,South Asia
VH02886,Honda,Ridgeline,2009,Coupe,,AMT,0.0,5.77,31136.19,191,1844.18,Africa
VH00075,Ram,3500,2017,Van,Diesel,Manual,1961.0,20.89,29979.54,2617,1201.98,North America
VH04696,Ford,F-150,2022,Sedan,Hybrid,DCT,3459.0,33.33,21415.87,814,740.35,Asia Pacific
VH04027,Subaru,WRX,2008,Hatchback,CNG,DCT,2555.0,14.63,21327.39,4178,1193.31,Europe
VH02658,Ford,F-150,2023,SUV,Diesel,Manual,4206.0,23.7,31504.23,79,986.15,South Asia
VH03181,Volvo,XC60,2021,Sedan,Hybrid,Manual,2144.0,24.75,41717.83,405,1220.64,Middle East
VH02077,Toyota,Tacoma,2011,Truck,Diesel,CVT,5553.0,,28330.81,1016,,North America
VH00442,Volkswagen,ID.4,2015,SUV,Petrol,DCT,2037.0,16.88,23890.67,3515,739.71,Middle East
VH04389,Volkswagen,Atlas,2020,Convertible,Diesel,CVT,1728.0,13.24,27893.45,4484,,Middle East
VH02052,Tesla,Model 3,2006,SUV,Hybrid,DCT,3865.0,16.0,64994.25,2314,2792.86,Africa
VH02542,Lexus,RX,2018,Coupe,CNG,AMT,1373.0,15.41,47084.06,2477,1571.65,Africa
VH03307,Volkswagen,Atlas,2012,Convertible,CNG,CVT,2162.0,21.57,27035.68,3038,1332.49,Europe
VH01302,Mercedes-Benz,GLE,2017,Truck,Electric,Manual,0.0,14.07,66583.43,2856,2812.39,South Asia
VH01782,Hyundai,Palisade,2024,Truck,Diesel,DCT,3120.0,15.44,34906.9,1050,728.03,Europe
VH04893,Mazda,CX-30,2006,SUV,Diesel,Automatic,2927.0,12.22,31688.46,3369,1774.63,Latin America
VH03431,Tesla,Cybertruck,2009,SUV,Hybrid,AMT,2278.0,28.45,53388.88,311,,Asia Pacific
VH01305,Hyundai,Santa Fe,2006,Truck,Diesel,Manual,5518.0,11.12,28346.83,2569,1216.88,North America
VH00237,Ford,Mustang,2015,SUV,CNG,AMT,4191.0,18.1,26238.05,4765,1140.56,Middle East
VH02600,Porsche,911,2011,Convertible,CNG,Manual,3339.0,21.72,46028.13,4329,3090.11,Europe
VH00521,Audi,Q7,2012,SUV,Petrol,Automatic,4167.0,11.45,53114.2,1761,2467.54,Asia Pacific
VH02574,Audi,e-tron,2008,Wagon,LPG,AMT,3039.0,15.81,44257.54,3426,2662.34,South Asia
VH03281,Kia,Sorento,2014,Sedan,Diesel,DCT,3027.0,22.57,22385.53,229,929.43,Africa
VH03187,Porsche,Cayenne,2021,Convertible,Diesel,Manual,2893.0,24.48,58128.7,4779,2090.5,Latin America
VH03954,Land Rover,Defender,2015,SUV,Electric,CVT,0.0,6.63,66709.17,2223,2584.78,Europe
VH02769,Subaru,Crosstrek,2008,Hatchback,LPG,Automatic,1753.0,9.79,16310.14,723,894.96,South Asia
VH00736,Chevrolet,Colorado,2011,SUV,Hybrid,Automatic,3581.0,27.83,33969.87,2844,1536.81,South Asia
VH04781,Mazda,CX-9,2022,Van,CNG,AMT,3131.0,17.1,25087.49,4237,1046.95,Latin America
VH02525,Ford,Escape,2023,Sedan,,Manual,2321.0,24.25,29620.5,1643,719.02,Africa
VH02107,Volkswagen,ID.4,2014,Convertible,CNG,Automatic,3170.0,20.18,34126.1,4434,1589.5,Latin America
VH02680,Kia,Telluride,2040,Sedan,LPG,DCT,1530.0,13.09,29011.89,2700,763.69,Africa
VH03230,Hyundai,Tucson,2019,SUV,LPG,AMT,3863.0,17.08,30602.22,1401,1268.9,North America
VH02762,BMW,X5,2024,Hatchback,Petrol,AMT,3196.0,13.38,41640.25,697,1388.53,Africa
VH00593,Honda,Pilot,2017,Coupe,LPG,AMT,1462.0,13.18,28122.14,2143,1373.4,Africa
VH01304,Ram,2500,2011,Truck,LPG,AMT,5189.0,15.35,24956.06,1837,1240.56,Asia Pacific
VH01388,Volvo,XC40,2012,Wagon,Hybrid,AMT,1056.0,25.56,48654.63,184,2525.93,Africa
VH04772,Land Rover,Evoque,2019,SUV,LPG,AMT,2444.0,13.89,46290.1,1324,1323.9,South Asia
VH04601,,Blazer,2008,Sedan,Hybrid,Automatic,3198.0,24.58,26292.3,1021,1828.98,Middle East
VH04084,Honda,Accord,2012,Van,Hybrid,DCT,2125.0,16.59,24238.48,3593,1236.08,North America
VH01891,Chevrolet,Equinox,2016,SUV,Hybrid,CVT,2318.0,34.28,27808.29,880,1247.18,Asia Pacific
VH02988,Subaru,Forester,2020,Coupe,Hybrid,Automatic,1019.0,21.44,31222.52,1483,,Africa
VH04595,Lexus,GX,2021,Van,Electric,Manual,0.0,12.36,64245.17,4485,2173.93,Middle East
VH03298,Volkswagen,Atlas,2014,Hatchback,Diesel,DCT,1861.0,17.95,26482.28,4951,1581.37,Latin America
VH00905,Mazda,CX-5,2018,Sedan,Diesel,DCT,2504.0,23.58,26464.52,2401,1261.32,Latin America
VH04685,Chevrolet,Silverado,2015,Sedan,Diesel,CVT,3113.0,21.19,28767.01,480,1310.76,Europe
VH01280,Kia,Sorento,2018,Wagon,CNG,AMT,3135.0,12.54,25705.0,222,820.11,North America
VH00934,Lexus,ES,2013,Van,LPG,Manual,3343.0,9.64,40504.05,1154,1934.7,South Asia
VH04979,Ram,1500,2013,Van,LPG,AMT,2687.0,10.09,25356.56,2747,1091.57,Latin America
VH02309,Porsche,Taycan,2024,Convertible,CNG,AMT,1826.0,20.9,46782.86,926,1154.9,Africa
VH01556,Porsche,Boxster,2005,Coupe,LPG,DCT,3263.0,14.07,53814.98,4373,3983.27,Middle East
VH04608,Ford,Escape,2023,Sedan,Petrol,AMT,1417.0,15.66,23558.84,3349,789.94,South Asia
VH03191,BMW,M3,2005,Sedan,Hybrid,Automatic,2058.0,34.46,50727.74,3743,3125.29,Asia Pacific
VH04516,Chevrolet,Equinox,2012,Sedan,Diesel,Automatic,2586.0,17.19,24826.07,4627,838.46,Middle East
VH00707,  Audi  ,Q5,2006,Van, CNG ,Automatic,1908.0,20.27,46006.55,170,2925.53,Europe
VH04767,Audi,e-tron,2015,Wagon,CNG,Automatic,2097.0,19.98,48027.62,1543,2292.88,Asia Pacific
VH03071,Kia,Soul,2006,Truck,Petrol,Automatic,,8.33,36415.87,745,1545.02,Europe
VH00746,Subaru,Outback,2014,Convertible,CNG,Manual,1159.0,19.37,30154.8,485,1409.79,North America
VH03595,BMW,X5,2009,Van,Diesel,CVT,3051.0,11.14,44411.64,2594,1852.73,Latin America
VH01940,Volvo,C40,2011,SUV,LPG,DCT,3721.0,11.23,54118.45,3424,2784.84,Latin America
VH04472,Nissan,Murano,2011,Sedan,LPG,DCT,3449.0,14.17,22115.58,4135,864.33,Africa
VH02863,Ford,F-150,2014,SUV,Electric,DCT,0.0,12.98,,4643,2214.15,Europe
VH01921,Kia,Carnival,2013,Wagon,Diesel,AMT,1609.0,23.01,33469.6,2761,1364.01,Latin America
VH00514,Volvo,XC90,2022,Wagon,LPG,,1847.0,15.33,37956.53,3459,1245.22,South Asia
VH00082,Jeep,Wrangler,2013,SUV,Electric,DCT,0.0,11.71,38782.45,3692,1866.79,North America
VH02641,Ram,2500,2008,Van,CNG,CVT,3390.0,12.68,28004.45,51,1485.72,Middle East
VH01309,Kia,Sportage,2018,Sedan,Petrol/Gas,DCT,1861.0,30.84,32242.95,2627,1381.76,Africa
VH04623,Porsche,Boxster,2022,Convertible,Diesel,AMT,2987.0,19.18,45426.82,1744,1225.34,North America
VH00915,Volvo,S60,2024,Convertible,Electric,CVT,0.0,5.29,61067.36,875,1733.77,Europe
VH03453,Land Rover,Defender,2024,SUV,LPG,DCT,3568.0,12.47,42745.29,1464,1073.47,Asia Pacific
VH03696,Toyota,Camry,2010,SUV,LPG,AMT,3481.0,,24063.08,1866,882.46,South Asia
VH04883,Volvo,S60,2008,Wagon,Hybrid,AMT,2865.0,23.74,51041.63,159,2682.26,Asia Pacific
VH03157,Subaru,Forester,2017,Sedan,Petrol,DCT,2154.0,,30220.43,3597,1109.87,Europe
VH02199,Lexus,RX,2010,Truck,LPG,Manual,2630.0,9.4,53455.26,1062,2627.07,Asia Pacific
VH04422,Volvo,XC90,2016,Wagon,Hybrid,CVT,1882.0,15.48,41140.75,1593,2097.46,Africa
